household_id,head_person_id,occupants,children_count,income_band_kes_month,meal_count_per_day,breakfast_window,lunch_window,dinner_window,primary_equipment,secondary_equipment,fuel_stack,current_fuel_cost_kes_week,fuel_collection_minutes_week,time_spent_cooking_minutes_day,other_grid_uses,estimated_other_grid_kwh_week,secondary_microeconomic_activity,clean_cooking_readiness_score,fuel_stacking_risk,shiftable_cooking_score,is_minigrid_user,meter_status
HH-0535,P-01867,1,0,lower_middle,3,07:00-08:00,11:00-12:00,19:00-20:00,LPG stove,electric hob,LPG stove+electric hob,598,17,129,lighting;phone charging,0.06,livestock sales,72,28,79,False,none
HH-0536,P-01868,6,3,lower_middle,3,07:00-08:00,13:00-14:00,18:00-19:00,firewood/open fire,,firewood/open fire,272,471,176,lighting;phone charging,0.04,vegetable kiosk,36,55,44,False,none
HH-0537,P-01874,6,3,lower_middle,3,06:00-07:00,12:00-13:00,19:00-20:00,charcoal stove,electric pressure cooker,charcoal stove+electric pressure cooker,1161,98,211,lighting;phone charging,0.45,none,59,64,68,False,none
HH-0538,P-01880,3,0,lower_middle,3,06:00-07:00,14:00-15:00,19:00-20:00,charcoal stove,LPG stove,LPG stove+charcoal stove,1371,38,135,lighting;phone charging,0.18,livestock sales,59,64,68,False,none
HH-0539,P-01883,4,2,lower_middle,1,,,19:00-20:00,firewood/open fire,LPG stove,LPG stove+firewood/open fire,530,199,84,lighting;phone charging,0.29,none,47,64,61,False,none
HH-0540,P-01887,4,1,lower_middle,3,06:00-07:00,13:00-14:00,18:00-19:00,electric pressure cooker,firewood/open fire,electric pressure cooker+firewood/open fire,649,629,153,lighting;phone charging,0.13,casual labor,67,78,63,False,none
HH-0541,P-01891,2,1,low,3,07:00-08:00,14:00-15:00,19:00-20:00,LPG stove,firewood/open fire,LPG stove+firewood/open fire,686,403,120,lighting;phone charging,0.29,vegetable kiosk,63,78,77,False,none
HH-0542,P-01893,1,0,middle,3,06:00-07:00,13:00-14:00,17:00-18:00,LPG stove,firewood/open fire,LPG stove+firewood/open fire,518,182,131,lighting;phone charging,0.25,vegetable kiosk,78,78,72,False,none
HH-0543,P-01894,4,1,lower_middle,3,07:00-08:00,14:00-15:00,18:00-19:00,LPG stove,electric hob,LPG stove+electric hob,651,10,166,lighting;phone charging,0.17,livestock sales,69,28,71,False,none
HH-0544,P-01898,3,2,lower_middle,3,07:00-08:00,11:00-12:00,19:00-20:00,charcoal stove,LPG stove,LPG stove+charcoal stove,1007,70,148,lighting;phone charging,0.14,beadwork,60,64,71,False,none
HH-0545,P-01901,4,1,low,2,,12:00-13:00,19:00-20:00,firewood/open fire,charcoal stove,charcoal stove+firewood/open fire,950,333,130,lighting;phone charging,0.39,vegetable kiosk,29,88,48,False,none
HH-0546,P-01905,4,2,lower_middle,3,07:00-08:00,12:00-13:00,18:00-19:00,LPG stove,electric pressure cooker,LPG stove+electric pressure cooker,836,43,115,lighting;phone charging,0.18,livestock sales,67,28,62,False,none
HH-0547,P-01909,1,0,middle,3,06:00-07:00,12:00-13:00,18:00-19:00,LPG stove,charcoal stove,LPG stove+charcoal stove,1265,51,99,lighting;phone charging,0.08,none,78,78,74,False,none
HH-0548,P-01910,3,2,low,3,06:00-07:00,13:00-14:00,17:00-18:00,firewood/open fire,,firewood/open fire,228,405,165,lighting;phone charging,0.31,livestock sales,32,55,55,False,none
HH-0549,P-01913,3,1,lower_middle,3,08:00-09:00,13:00-14:00,18:00-19:00,electric pressure cooker,,electric pressure cooker,413,21,157,lighting;phone charging,0.28,none,69,20,71,False,none
HH-0550,P-01916,2,0,lower_middle,3,06:00-07:00,12:00-13:00,19:00-20:00,charcoal stove,LPG stove,LPG stove+charcoal stove,920,95,186,lighting;phone charging,0.39,vegetable kiosk,59,64,66,False,none
HH-0551,P-01918,3,1,lower_middle,3,07:00-08:00,13:00-14:00,17:00-18:00,charcoal stove,electric pressure cooker,charcoal stove+electric pressure cooker,799,21,145,lighting;phone charging,0.23,vegetable kiosk,59,64,68,False,none
HH-0552,P-01921,4,2,low,3,08:00-09:00,11:00-12:00,19:00-20:00,firewood/open fire,electric pressure cooker,electric pressure cooker+firewood/open fire,286,181,209,lighting;phone charging,0.06,milk sales,44,64,75,False,none
HH-0553,P-01925,4,1,low,2,,12:00-13:00,17:00-18:00,LPG stove,electric hob,LPG stove+electric hob,554,12,104,lighting;phone charging,0.35,livestock sales,63,28,78,False,none
HH-0554,P-01929,5,3,middle,3,08:00-09:00,13:00-14:00,18:00-19:00,electric hob,firewood/open fire,electric hob+firewood/open fire,472,714,166,lighting;phone charging;refrigeration,2.77,casual labor,94,78,66,True,metered
HH-0555,P-01934,1,0,low,2,,13:00-14:00,18:00-19:00,charcoal stove,,charcoal stove,292,75,89,lighting;phone charging,0.39,beadwork,43,55,61,False,none
HH-0556,P-01935,4,1,low,2,,11:00-12:00,19:00-20:00,firewood/open fire,electric hob,electric hob+firewood/open fire,388,500,158,lighting;phone charging,0.37,casual labor,44,64,78,False,none
HH-0557,P-01939,6,3,low,3,07:00-08:00,12:00-13:00,18:00-19:00,firewood/open fire,charcoal stove,charcoal stove+firewood/open fire,952,709,172,lighting;phone charging,0.35,casual labor,29,88,46,False,none
HH-0558,P-01945,5,4,low,3,06:00-07:00,11:00-12:00,20:00-21:00,charcoal stove,,charcoal stove,651,88,206,lighting;phone charging,0.43,livestock sales,40,55,50,False,none
HH-0559,P-01950,7,2,lower_middle,2,,13:00-14:00,19:00-20:00,electric hob,,electric hob,452,37,122,lighting;phone charging,0.45,milk sales,68,20,65,False,none
HH-0560,P-01957,5,3,middle,2,,11:00-12:00,18:00-19:00,electric pressure cooker,LPG stove,LPG stove+electric pressure cooker,1195,10,112,lighting;phone charging;TV,0.82,livestock sales,95,28,70,True,metered
HH-0561,P-01962,3,2,low,3,07:00-08:00,12:00-13:00,18:00-19:00,charcoal stove,,charcoal stove,652,36,198,lighting;phone charging,0.46,none,41,55,52,False,none
HH-0562,P-01965,1,0,lower_middle,3,07:00-08:00,11:00-12:00,18:00-19:00,firewood/open fire,,firewood/open fire,93,438,145,lighting;phone charging,0.14,beadwork,37,55,47,False,none
HH-0563,P-01966,7,2,middle,3,06:00-07:00,12:00-13:00,19:00-20:00,electric pressure cooker,,electric pressure cooker,437,23,175,lighting;phone charging;radio;TV;water pump,1.97,livestock sales,94,20,67,True,metered
HH-0564,P-01973,6,3,middle,3,06:00-07:00,13:00-14:00,19:00-20:00,electric pressure cooker,,electric pressure cooker,268,3,143,lighting;phone charging;TV;radio;small shop freezer,2.84,casual labor,94,20,65,True,metered
HH-0565,P-01979,2,0,low,3,06:00-07:00,12:00-13:00,18:00-19:00,firewood/open fire,electric pressure cooker,electric pressure cooker+firewood/open fire,576,310,155,lighting;phone charging,0.12,casual labor,44,64,75,False,none
HH-0566,P-01981,1,0,low,3,07:00-08:00,12:00-13:00,17:00-18:00,firewood/open fire,LPG stove,LPG stove+firewood/open fire,698,607,175,lighting;phone charging,0.44,beadwork,40,64,65,False,none
HH-0567,P-01982,5,1,lower_middle,3,08:00-09:00,12:00-13:00,18:00-19:00,charcoal stove,,charcoal stove,797,27,179,lighting;phone charging,0.36,casual labor,46,55,43,False,none
HH-0568,P-01987,3,0,lower_middle,2,,13:00-14:00,18:00-19:00,electric pressure cooker,charcoal stove,charcoal stove+electric pressure cooker,801,94,82,lighting;phone charging,0.31,livestock sales,70,78,75,False,none
HH-0569,P-01990,3,1,lower_middle,2,,12:00-13:00,18:00-19:00,LPG stove,firewood/open fire,LPG stove+firewood/open fire,683,605,80,lighting;phone charging,0.23,vegetable kiosk,68,78,66,False,none
HH-0570,P-01993,6,2,middle,3,07:00-08:00,14:00-15:00,17:00-18:00,electric hob,firewood/open fire,electric hob+firewood/open fire,405,433,167,lighting;phone charging;small shop freezer;radio;TV,2.54,livestock sales,94,78,66,True,metered
HH-0571,P-01999,2,1,lower_middle,2,,12:00-13:00,17:00-18:00,charcoal stove,electric pressure cooker,charcoal stove+electric pressure cooker,502,35,117,lighting;phone charging,0.24,beadwork,63,64,79,False,none
